GDP per capita,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Nagorno-Karabakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,4633.858465,5154.944609,5527.785844,6263.215749,6514.587937,6591.529442,6162.923928,6053.95812,6102.355586,5968.118977,5955.222485,6085.574463,6111.622819,6153.60972,5990.551256,6088.903067,6297.419697,6573.164648,6653.544912,6769.528839,6874.017077,6808.516579,6428.02964,6156.240612,6004.388863,6008.877043,6000.531598,5887.560324,6041.979544,5640.967397,5797.691726,6180.538972,5892.027558,6122.282086,6210.716488,6232.671744,6334.845825,6399.072034,6481.780242,6535.242441,6535.661852,6615.563266,6773.72656,7147.146,7386.681566,7770.140341,8042.893396,8164.72902,7929.425105,8382.176565,8715.378134
Nauru,33658.56595,36309.34467,38960.1234,41610.90212,44261.68084,46912.45956,49563.23829,52214.01701,54864.79573,57515.57445,58055.99224,58640.11886,59293.33223,60049.27404,60933.2433,58505.24576,56236.46797,54084.30057,51977.89972,49872.94671,47772.74204,45693.31706,43637.41031,41603.20237,39605.30733,37651.39071,35760.59767,33951.1904,32243.31309,30647.28192,24303.366,19946.40686,16430.29479,15564.47532,14177.4201,12417.59157,10987.83812,9952.206952,9307.781848,8671.3444,8076.224233,7257.204089,7260.561671,6936.287588,6097.003367,4897.148728,4925.18002,9656.753607,7919.628187,9522.749891,10878.8843
Nepal,1076.123589,1084.866848,1092.893559,1099.785162,1106.888676,1163.883587,1124.851744,1111.620348,1139.605356,1146.94982,1111.106469,1122.101158,1092.490088,1135.751063,1126.170622,1147.995873,1154.235438,1175.617048,1173.86271,1117.965574,1089.938792,1194.578336,1130.592063,1208.951464,1251.476804,1272.403176,1289.794577,1356.613592,1353.201374,1417.924987,1470.656834,1492.847093,1511.646696,1595.534885,1610.602616,1655.409745,1681.006509,1671.657183,1686.210193,1754.005182,1804.422212,1758.022072,1771.717119,1794.761361,1797.588455,1792.43282,1818.296622,1893.819742,1944.19674,2002.016328,2043.860496
Netherlands,12511.43412,12922.49387,13227.85356,14245.91818,14864.83534,15149.06614,15845.08358,16810.80269,17833.19065,18705.41314,19386.54735,19797.08519,20691.91152,21468.9222,21412.07415,22302.64155,22826.36125,23357.01111,23720.30852,24039.86334,23860.09888,23543.67995,23985.36568,24744.34606,25409.86813,26175.3495,26613.26925,27470.73413,28644.75655,29785.93803,30406.02027,30848.0031,31188.7897,32066.20683,33051.19253,34214.6636,35656.64331,37015.83297,38688.61502,40095.68275,40750.82477,40728.46444,40857.57324,41819.52468,42558.82479,43918.98903,45567.16647,46584.66046,45563.75864,46069.18928,46308.83064
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,16886.8842,16862.03207,17557.70286,18053.99378,18851.54732,19689.16973,18510.7032,18274.20404,19947.6924,19389.92374,20060.28993,20535.47418,21529.85067,22318.423,21641.43443,21918.12809,20775.66472,20853.50747,21287.2263,21395.5726,22326.4128,22565.69033,22933.1534,23820.4777,23865.01453,24289.73356,24325.11398,24155.49262,24295.3289,24102.95035,23523.44761,23501.10363,24747.44246,25744.44345,26442.24191,26957.47097,26939.999,26716.92608,27757.26831,28021.08721,28701.20735,29677.95465,30367.35109,31149.25046,31423.83531,31991.84601,32769.72095,32200.06902,31313.83657,31492.02758,31683.45093
Nicaragua,4766.509803,5120.866331,5498.644994,5949.48166,6310.874779,6314.554109,6542.601389,6424.310468,6636.367104,6489.489572,6591.852614,6606.288395,6743.02636,7467.739543,7221.725261,7354.21173,7730.367638,6974.397018,4965.439768,4971.895269,5065.115606,4889.751229,5003.653725,4787.59921,4488.754267,4298.813394,4165.020117,3607.388002,3462.12242,3318.885242,3148.350845,3057.771774,2955.541703,2985.877162,3034.574606,3095.350388,3174.538477,3229.266241,3774.078017,3509.563896,3538.347596,3486.671208,3501.051634,3606.976782,3678.932682,3824.173678,3986.192863,4091.876572,3951.612709,4046.549092,4214.663682
Niger,1165.306801,1261.818429,1357.710436,1332.791697,1403.02678,1356.256912,1333.420999,1315.388311,1248.642666,1259.017799,1301.275452,1206.734508,979.1417205,1040.591757,988.780389,972.3664651,1022.966425,1132.613033,1184.18049,1210.889236,1194.672587,1150.474185,1100.643065,891.0833109,883.3976692,899.9743666,845.1612797,869.3071715,847.5570023,810.1244729,808.0504526,734.9889553,724.7010077,732.563266,730.308752,733.857641,733.8792107,788.3064903,761.76887,729.9406878,759.5761239,760.1449609,771.5796176,743.3551163,775.2264653,792.0124685,769.2240545,814.1842501,779.0039969,836.1533592,828.4599159
Nigeria,3476.85076,3505.223658,3699.805698,3709.641595,3433.750733,3164.996696,2591.072589,2534.073729,2897.736253,3373.051384,3762.238567,3795.381724,3900.977176,4223.881508,3893.848355,4123.983698,4242.140254,3877.442761,4018.027478,4069.560209,3441.432995,3318.823091,3073.546241,2937.43282,3102.680962,2759.411063,2399.869178,2514.991291,2610.028155,2870.254645,2783.078523,2728.066878,2719.089501,2679.450747,2609.00413,2675.960578,2687.694466,2697.16265,2647.108682,2722.426609,2860.717574,3387.780508,3643.671746,3927.163868,4080.469901,4220.44861,4382.216456,4542.187442,4736.985845,4981.465625,5217.147289
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,16105.38255,16457.71917,16990.72523,17735.99574,18568.64686,19150.90102,20211.71344,20526.28296,21314.9256,21631.55319,22634.95783,23651.55859,24569.94304,25490.15304,26725.97247,28214.22763,29350.03915,30315.61503,31626.62371,33148.5866,33417.42876,33427.97804,34576.33396,36585.12342,38446.19636,39770.26486,40475.07212,40317.2806,40612.42958,41383.06636,42762.45885,44003.60087,45020.05849,47206.62501,49103.14098,51519.53547,53995.39799,54923.67202,55787.36995,57336.0664,58283.07445,59002.60619,59450.55915,61602.6479,63148.11944,64039.19474,65044.5987,64171.88875,62571.55775,61879.63404,61896.35682
Oman,4176.180874,4902.34738,4987.985512,4865.259492,4764.786954,4884.510425,7913.355473,13994.76366,17111.40174,17184.01828,16811.34751,17798.20664,14833.03368,16021.01412,19303.80399,20796.92396,19860.47352,18483.23045,18294.4561,18420.73973,20461.28641,21715.12622,24185.51046,27034.25953,29608.39559,29143.30229,30365.16425,30176.34686,30344.74364,29309.79529,29854.21739,31039.74829,31654.09422,31862.44698,32750.34263,33416.03337,35404.12764,36449.89178,36385.094,37996.22377,39990.98846,39785.20331,38556.45777,38655.82376,39270.19439,40901.74143,43430.8963,48540.78592,47790.36717,47953.99911,46430.40878
Pakistan,1241.719215,1297.093994,1342.465811,1406.08252,1430.248564,1506.206687,1521.632087,1585.161825,1643.353967,1766.025097,1727.611743,1695.25344,1770.025155,1785.430925,1814.51143,1866.687351,1898.666955,2003.292255,2018.31111,2154.064978,2240.849687,2330.591998,2417.825129,2452.77981,2597.36164,2681.200702,2752.422613,2843.104043,2896.25165,2948.292349,3027.840973,3183.757096,3175.663396,3215.479303,3291.171845,3360.427092,3308.924216,3309.264157,3347.226572,3368.838533,3340.383147,3378.937279,3475.778086,3664.767556,3868.631716,4018.889816,4216.775161,4296.102346,4182.739165,4221.865826,4261.273574
Palau,16521.45065,17451.0598,18432.97509,19470.1396,20565.66204,21722.82603,22945.09992,24236.14726,25599.8377,27040.25864,26066.71289,28696.61005,34256.11697,49069.27473,51294.91356,37393.28187,35636.74375,35993.0867,32518.59563,17466.4636,15417.54665,15614.37178,15067.07205,15038.32775,13339.58809,13011.522,12638.73823,15043.77481,15378.84906,16108.05815,15130.01506,13799.3646,11774.41458,12285.77492,13249.26065,14226.84612,14159.23123,14074.05678,13015.51837,12813.73032,12796.72415,12220.90002,11972.6264,12485.76755,13104.2696,13426.57535,13635.62286,13425.85756,13735.08383,13923.55883,14079.95887
Panama,4361.028151,4592.504857,4883.165756,4947.882568,5227.856962,5455.091185,5741.064419,5983.696577,6267.726244,6462.224749,6797.437959,6965.944265,7202.003462,7170.71306,7114.09646,7060.528932,6949.922925,7496.867405,7655.268459,8627.06066,8801.579747,9102.576711,8981.870216,8761.491422,8987.666695,9094.927053,9135.271964,7560.257805,7383.604833,7576.209334,8098.523842,8595.012926,8882.75408,8989.163769,8986.848792,9027.25858,9237.74747,9422.021564,9551.286251,9617.295419,9501.879693,9552.446602,9805.230579,10370.63997,10906.83126,11635.9069,12814.65986,13861.66765,14141.64524,14926.83276,16253.68273
Papua New Guinea,1171.765825,1223.635785,1249.331573,1329.837414,1436.789018,1488.791045,1516.491199,1548.288978,1639.366937,1776.382382,1845.145655,1904.206008,1981.605924,1987.004999,1925.716141,1820.325722,1796.773699,1909.122879,1901.594604,1815.103386,1766.311877,1727.92145,1737.662772,1686.747047,1709.319996,1744.299832,1747.642665,1753.483112,1685.164382,1592.999249,1700.597172,1886.571381,2172.524273,2241.72725,2110.461929,2213.307687,2070.169669,1939.193495,1923.339342,1827.112171,1778.962682,1732.444386,1727.623156,1733.665785,1752.211151,1751.113026,1833.466558,1910.44456,1982.077569,2080.111392,2253.901773
Paraguay,3207.797812,3346.859889,3351.451588,3408.102489,3511.877813,3458.347756,3582.678348,3613.046437,3655.302344,3780.97728,3841.484135,3931.634979,4117.058852,4331.103402,4484.424488,4675.85182,5061.318877,5493.315237,5967.371915,6673.519447,7065.508738,6635.211724,6255.85969,6269.771453,6333.162827,6144.615991,6230.683207,6445.690616,6628.83607,6639.266164,6613.977572,6538.464815,6610.463122,6620.289159,6727.980069,6629.323093,6617.911508,6415.375111,6276.842404,6087.998143,6053.478397,5895.375942,5965.038235,6054.712156,6076.624122,6243.857417,6453.309624,6729.101354,6335.534987,7024.555566,7185.754527
Peru,5586.02765,5832.072607,5927.863495,6160.248449,6389.223905,6734.823201,6809.828909,6551.921027,6535.937784,6851.914736,6961.4163,6985.994452,7151.680554,7323.226092,7690.583139,7592.146471,7390.08748,7198.30108,7432.487615,7578.330935,7719.735666,7570.343782,6415.038728,6563.233559,6545.397166,7044.558724,7483.800637,6723.426713,5778.475636,5370.052512,5390.047577,5231.272481,5416.058151,6027.609481,6416.58941,6440.366656,6868.954316,6759.505722,6711.589748,6813.68647,6723.709724,6952.102086,7123.739199,7248.854716,7607.402164,8071.387818,8609.371958,9309.311633,9246.337903,9906.218457,10429.38869
Philippines,2647.077115,2689.75592,2792.356807,2800.750335,2858.447499,2894.77004,2958.111985,3013.431887,3062.740149,3087.696227,3163.978939,3243.868751,3436.672641,3462.970094,3558.808036,3767.105985,3869.741414,3958.277498,4066.241131,4157.876009,4196.790018,4244.892172,4227.543848,3829.303241,3467.438145,3502.715304,3570.413752,3726.623001,3867.777836,3892.08398,3782.888321,3716.660464,3716.906009,3797.381693,3886.838056,4018.907223,4136.067975,4027.31696,4081.250846,4237.738055,4225.404742,4322.585755,4447.33105,4642.979397,4780.91241,4932.641274,5155.864544,5263.762707,5294.954051,5600.607299,5720.684467
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,6855.444131,6684.016477,7007.908859,7246.973634,7577.021135,7986.314422,8209.430972,8638.716643,8486.280224,8859.501539,9418.075654,10023.99498,10683.80522,11206.16182,11620.86836,11796.01481,11904.01286,12227.08979,11889.4182,11484.8248,10775.2377,10581.1566,11000.04814,11305.95302,11325.79627,11598.16587,11370.93149,11583.40414,11372.63836,10231.32691,9480.260435,9688.932616,10025.77715,10534.36265,11251.41891,11917.48606,12719.60617,13416.38611,14033.20583,14624.12892,14805.76086,15026.5758,15615.37522,16458.55138,16993.1387,18059.32394,19300.66122,20295.36436,20614.88183,21396.00752,22110.46829
Portugal,5840.319425,6235.886963,6561.059301,6962.256007,7475.30666,7796.603345,8390.458041,9124.823853,9336.816269,10247.37684,10992.37151,11899.79946,13224.62897,13195.9913,12202.71802,12758.8022,13416.89432,13743.29909,14479.72852,15061.92218,15193.38161,15502.60895,15455.90193,15145.36536,15552.01745,16179.29267,17198.06078,18476.20905,19420.21375,20271.19175,21164.50809,21376.40589,20855.28617,20930.81646,21745.14148,22458.17355,23267.45523,24226.96694,25006.87897,25864.05446,26253.31514,26340.42137,26019.83499,26302.8787,26386.70578,26666.70389,27221.48198,27171.77638,26357.50656,26841.71695,26588.48595
Puerto Rico,9040.627512,9540.298876,10327.64944,10819.40986,11601.1668,12275.45999,12941.05727,13430.68029,14358.28679,15608.19986,16329.99972,17038.1114,17950.86524,17816.08442,17076.78539,17437.40062,18247.34521,19222.67765,20071.2533,20116.15052,20147.33745,19294.0632,19168.31375,20362.18504,20584.89461,22061.24936,22936.52462,24215.06635,25189.51619,25910.44632,26319.99252,27344.49751,28374.48064,29288.38807,30339.37555,30990.97527,31747.99004,32576.42346,33774.88144,34677.84068,35225.7289,35214.56194,35609.66559,36021.92501,36839.06964,36028.8065,35424.07556,34826.19331,34574.31667,34583.87965,34122.84509
Qatar,84725.87833,92998.46616,101271.054,109543.6418,117816.2297,126088.8175,134361.4053,142633.9932,150906.581,159179.1688,160579.0881,163163.6554,165848.9485,162579.9031,160906.1568,164905.6083,145662.1999,150622.1246,148287.9652,134653.1112,122516.3037,102058.2476,89794.2601,85138.20147,76621.06975,75166.38453,70740.01445,71208.71714,72676.54449,72972.91113,70392.272,77520.8462,75992.99252,76494.23706,77353.85413,78996.04628,99525.85682,106649.3133,107111.5929,111581.7662,111881.1353,116448.1019,114946.3845,125596.0675,118438.0709,126817.5337,125625.6063,125339.4583,121937.5803,127235.6889,133733.8677
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,7262.692336,7472.002095,7953.458023,8406.071234,8882.254856,9838.188618,10211.2678,10196.48686,10511.77073,10619.84643,11990.20292,12642.30955,12941.92661,13538.10496,14001.56908,14580.02899,14764.74243,15124.193,15441.48938,15393.881,15212.8676,15157.54241,14988.82904,15552.25972,15480.21874,15690.0243,15301.07948,15207.79812,14668.79124,13068.70576,11402.98275,10412.53596,10581.94805,11009.08101,11814.60422,12310.72337,11593.12497,11059.51371,10943.95587,11188.01546,11838.32207,12443.39115,13067.15245,14193.63908,14792.52024,15982.54876,17010.99915,18290.68217,17113.51818,16946.48405,17362.88789
Russia,10973.43091,11086.92705,10671.79847,11886.74775,12408.28476,12863.67014,13290.13499,13929.9746,13992.63228,14929.11348,15176.10515,15110.89671,16225.84356,16574.93825,16501.51303,17154.33226,17439.37614,17760.16001,17566.01,17482.6529,17536.48052,17858.05414,18312.22796,18412.9344,18452.62855,19084.11661,19208.20102,19502.01204,19737.68479,19176.38222,18177.51614,15531.19867,14180.93998,12375.62384,11864.38681,11450.99558,11630.52224,11033.03106,11775.87171,13010.14295,13741.09661,14468.89111,15617.10382,16834.98045,18004.12693,19553.66676,21282.02564,22398.85351,20666.21507,21565.96919,22570.49974
Rwanda,613.2500652,681.6754523,599.4741817,515.5322562,538.0809662,559.7292924,582.9742575,606.5364949,653.269748,703.2497688,691.2186706,673.8116904,674.5772086,686.947284,790.4553727,751.8297145,764.5156203,811.3522199,859.6994786,934.0905685,962.5754137,1005.811135,1029.754967,959.3393277,976.6379845,1003.875848,967.499328,905.3876355,897.1513584,867.9547392,808.8328571,840.9442881,753.9473928,436.3339024,663.3212903,710.7101587,673.0858773,734.4574893,773.0276574,803.2569865,838.5603356,896.3766065,883.1646773,896.5075595,927.5767695,995.2402429,1028.561928,1142.39124,1188.652381,1248.244407,1323.518157
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,4002.251687,4050.127897,4098.576818,4147.6053,4197.220276,4247.428763,4298.237859,4349.65475,4401.686706,4454.341086,4781.860878,5029.96847,5233.99195,5521.19658,5672.574536,6038.817771,6447.728733,6963.101934,7650.403978,8325.328155,8462.649754,8369.27128,8329.009119,9245.166794,9902.548776,11151.94226,12233.70677,13452.54644,14552.29398,14888.7948,14870.31698,15217.9037,15995.09731,16594.5073,16949.95333,17817.87901,18812.59448,18743.56551,19172.43171,19738.88903,19867.94793,19824.43745,19664.11519,20895.64941,21613.36797,22176.16464,22795.36936,23222.52013,21807.44252,21389.85718,20582.45592
Saint Lucia,2150.865783,2238.872976,2330.481167,2425.8377,2525.095946,2628.415552,2735.962696,2847.910358,2964.438593,3085.734826,3204.352182,3254.550898,3271.595237,3423.652518,3533.047456,4138.915168,4456.987803,4720.414199,4775.938557,4441.50582,4492.403101,4564.861791,4755.977374,5012.398185,5307.552064,6097.878196,6154.947313,6908.875269,7293.43118,7392.912232,7332.26164,7767.485863,7697.955613,7754.285007,7763.979382,8224.93032,8128.522912,8573.072783,8694.71257,8579.194745,8032.843446,8176.554013,8434.701071,8778.490944,9175.258272,9943.018926,10050.32953,10507.43731,10488.61919,10454.44449,10534.60565
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,3334.118045,3412.997704,3162.48487,3243.360074,3237.814641,3204.608388,2870.431488,3026.934057,3082.130015,3378.057074,3441.158604,4282.436728,3764.606741,3394.609357,3102.527211,3388.418394,3448.604755,3820.755515,3911.733111,3956.014741,4164.937024,4332.624473,4491.026872,4720.125922,4967.785105,5250.715105,5435.684053,6167.842584,6261.370168,6520.218331,6509.657574,6950.916723,6918.101146,6670.969689,6699.807354,6752.776165,7609.532813,7962.825141,8271.494933,8377.333093,8384.9037,8681.541278,8908.268078,9404.927451,9597.375748,10129.13671,10388.67762,10325.89176,10087.28804,9843.575428,9874.256042
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,3570.683094,3614.343919,3658.538611,3703.273697,3748.555785,3794.391564,3840.787803,3887.751357,3935.289161,3983.408237,4032.115694,4081.418725,4131.324613,3657.503202,3489.638693,3785.80654,3730.117552,3938.412173,4436.497191,4150.13517,3765.605566,3719.299626,3728.542827,3768.42223,3904.167957,4102.924528,4103.020046,4020.735817,4143.474345,3933.330096,3815.211001,3778.388746,3900.938809,3767.621182,3975.611878,4219.766514,4206.033405,4258.167396,4342.107127,4607.938506,4940.621016,4996.604081,5119.6251,5257.093382,5487.859083,5584.846039,5662.480641,5880.369291,5559.095186,5560.376041,5653.735994
San Marino,17863.19312,18475.72613,19088.25914,19700.79214,20313.32515,20925.85815,21538.39116,22150.92416,22763.45717,23375.99018,23599.71327,24361.89435,26028.97946,27345.51313,26557.15031,28090.56133,28345.21705,28739.27165,29903.75112,30429.92508,30247.46799,29969.51434,29956.30035,30560.96389,31056.47482,31577.02464,32217.57442,33195.37302,33925.33195,34214.5944,34301.91656,34111.71657,36611.91345,38698.42641,41846.36073,43517.657,44267.87174,47257.78967,51018.63301,51349.6451,53120.99087,51953.15661,52589.23649,53722.60226,53928.01247,55241.17608,56643.66933,54401.3418,47221.16934,44524.66825,43092.35309
Sao Tome and Principe,1314.055732,1401.448298,1486.145067,1566.543714,1640.839999,1736.723632,1811.189832,1883.643368,1956.733343,2028.248916,2088.930415,2093.38359,2084.987523,2156.694349,2217.695604,2191.994061,2624.83391,2619.561777,2961.86793,2857.187592,2508.638304,2539.463908,2400.629315,2217.406273,2378.044835,2192.589934,2080.752883,2073.473191,2090.112221,2001.140907,1984.248062,1959.724474,1944.24213,1949.789002,1950.745494,1941.104178,1921.382832,1930.47472,1941.055324,1914.706721,1940.08703,1947.045432,2046.222747,2106.922594,2138.926531,2365.321882,2384.606327,2569.135976,2648.856794,2719.8227,2801.280796
Saudi Arabia,25397.49208,27010.65822,28623.82436,30236.9905,31850.15664,33463.32277,35076.48891,36689.65505,38302.82119,39915.98733,46913.62669,52815.33077,56652.52093,89068.14699,67806.92906,79924.64303,77114.79031,70732.75395,69254.22221,71941.9769,66923.15901,55108.44552,49196.09878,44275.08428,35985.0549,34873.07668,31785.74473,31724.78014,31896.91311,35238.9709,37221.01697,37762.39123,36720.44781,36073.24511,35424.78234,36077.47935,36600.20854,37204.12773,36290.05715,37065.72192,35936.03865,34442.84151,35620.91073,37089.75535,38410.13464,39462.33268,40949.53045,43641.39422,43726.52279,46181.11484,49229.77253
Senegal,2041.078846,2058.327716,2085.698843,2075.296572,2090.861749,2087.385459,2005.365413,2074.789719,1884.717052,1986.427005,1924.276538,1987.092094,1820.313404,1840.132735,1932.31668,2058.755816,1942.389463,1808.845308,1876.416903,1758.742837,1691.530795,1888.550292,1877.28499,1735.854614,1746.923097,1776.005935,1793.08395,1828.5836,1744.339736,1770.137901,1712.246353,1701.271521,1618.514004,1620.30487,1657.905582,1694.518086,1731.70386,1782.174947,1824.044848,1879.852773,1917.836526,1889.987124,1964.949726,2028.17885,2084.459672,2078.48159,2123.502367,2143.334424,2131.925275,2164.697809,2163.276883
Serbia,8248.683882,8320.848176,9098.265412,9876.692951,10044.77426,10484.67571,10572.60762,10705.09493,11808.78858,12282.12633,13578.64456,13920.14121,14264.58577,15961.77727,15821.46037,16157.51655,17172.74229,17963.38861,19034.27819,19834.79747,20066.69963,20083.78624,20142.95942,20540.21024,20597.85185,21334.27511,20996.33654,20609.69844,20259.60545,18711.319,17185.98698,12336.57424,8571.257161,8783.549132,9276.759846,9715.9254,10470.22901,10759.79863,8337.230049,8741.147607,9181.016212,9572.946521,9837.748614,10691.60648,11389.25367,11845.75337,12536.15005,13068.03688,12661.32518,12485.73175,12571.89036
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,5622.971163,5958.5827,6352.705625,6430.463729,6291.855847,6291.456677,6153.742784,6516.787891,6345.267345,6641.715807,7519.906933,7785.69871,8331.308249,8278.473739,8401.397017,9062.747047,9538.28651,10040.26351,11527.23058,11046.72983,10452.55778,10236.07746,10173.0008,10548.37899,11540.22811,11555.89441,11615.4868,12188.6231,13362.23219,14288.12015,14488.26398,15456.41832,16243.23718,15430.58408,15279.13897,16561.95175,18364.68643,18453.38195,18433.18689,19046.40674,18597.5564,18477.0194,17377.06989,16944.37959,18386.30443,19700.11354,21641.64135,20710.04648,20400.51299,21018.24198,22424.71481
Sierra Leone,1647.427063,1696.712177,1699.83163,1694.056005,1787.684543,1872.924392,1832.559158,1981.437322,2127.958863,2166.515943,2113.134813,2057.011146,2086.369083,2135.708283,2160.378144,2057.289504,2048.692596,2016.15402,2090.640847,2146.547551,2234.169959,2226.05487,2148.574691,2131.102071,2026.915385,1912.057385,1966.887776,1972.781041,1969.271324,1971.012958,1766.024092,1623.862828,1643.524292,1662.64496,1472.374857,1093.05987,873.1664941,848.513703,775.579888,786.5966014,879.3558445,1062.860765,1099.541297,1145.01364,1200.389354,1213.827228,1274.528104,1308.345065,1317.017196,1351.701985,1396.609517
Singapore,5690.70599,5527.90258,5878.074954,5757.088772,6289.849391,6810.207301,7487.527809,8373.873108,9381.52422,10520.71127,11590.03223,12933.59965,14129.07045,14746.91354,14991.57529,15850.84775,16863.33107,18089.32619,19562.98385,21216.16239,22235.43719,22818.96023,24468.80257,26042.76653,25628.80185,26200.69184,28373.38981,30902.71745,33073.85799,34813.69717,36078.76295,37261.3329,40676.41991,44080.84726,46322.60516,48039.5014,50423.32913,48014.59108,51117.8278,55410.64295,52516.15466,54189.53646,55695.65996,59866.1005,62396.83554,65012.16349,67202.84986,66345.57356,64668.31474,72694.63838,74593.94299
Slovak Republic,9310.505729,9381.581358,9144.610574,9503.260106,9786.720377,10154.4987,10550.08597,11006.90853,11239.31718,11438.22166,11777.87151,12131.75849,12455.20587,12811.75815,13088.57311,13197.9445,13697.41847,13773.31657,13805.07606,14119.28084,13996.25816,14231.48976,14411.48122,14716.16446,14800.54296,15048.30582,15095.17188,15404.78,15509.21579,15057.90163,12811.04015,11911.42442,12084.54478,12785.91947,13493.22568,14399.63309,15206.73483,15756.14579,15801.82718,15913.42082,16426.51194,17103.52474,17816.80263,18782.7888,19915.35232,21538.24319,23788.71006,25136.209,23835.27675,24823.32691,25560.31236
Slovenia,8557.291618,8632.155791,9438.658513,10246.20934,10420.57907,10876.93853,10968.16024,11105.60429,12250.5904,12741.63712,14086.66194,14440.93499,14798.26624,16558.95471,16413.38814,16762.01718,17815.22553,18635.45227,19746.407,20576.87609,20817.4544,20835.18027,20896.56729,21308.68044,21368.47859,22132.45363,21781.87178,21380.76841,21017.5774,19411.36496,17609.47089,16576.41459,16979.0917,17818.20273,18491.88629,19116.0777,20012.33187,20696.59767,21764.22167,22622.84219,23284.28571,24092.56906,24726.30332,25787.21256,26825.98932,28313.44079,30178.36934,31201.06079,28442.12171,28589.17353,28715.49617
Solomon Islands,1163.121557,1182.662891,1202.532534,1222.736003,1243.278905,1264.166944,1285.405918,1305.304205,1227.625338,1247.969832,1233.111416,852.2489562,916.2682727,1115.700387,948.3766047,1042.222886,1152.337616,1212.957374,1463.612425,1328.318689,1455.44918,1445.808054,1589.542892,1555.855504,1519.465515,1766.009895,1757.408143,1770.707063,1861.979482,1842.615695,1898.416058,2078.853991,2100.240334,2228.530962,2344.19078,2315.617037,2219.352928,2197.258247,2127.640847,1775.512669,1573.727989,1507.979771,1564.212707,1647.160523,1686.81346,1713.932615,1781.612207,1864.450177,1735.368412,1793.844187,1935.179111
Somalia,1257.314569,1285.687469,1307.784836,1141.861016,1043.431558,1165.968786,1206.118597,1200.203382,1027.070651,1091.453465,1104.487141,1264.218633,1099.213391,1071.614258,1154.228085,1032.184115,1051.013904,999.5095333,872.1750504,839.5935113,869.0649867,890.2912981,796.3524653,833.9838207,920.2094395,898.345836,979.9172866,962.2036317,950.1004903,929.5530231,920.5598979,813.3761461,816.5902126,644.1165081,637.2628164,648.364272,612.6726642,606.8927716,604.9312098,603.1373495,602.9561118,606.7826224,611.4725895,613.6125436,615.824808,614.5824445,614.7686256,614.921582,614.7283211,614,614
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,7091.433693,7290.966271,7616.640134,7912.498784,8162.487876,8290.922639,8623.476935,8758.792132,9050.063826,9277.118139,9483.531151,9423.900725,9575.270267,9859.661528,9795.444146,9786.270235,9529.400709,9572.976789,9705.998508,10068.36802,10274.78103,9914.704998,9430.781159,9600.498524,9187.672501,8972.085577,8937.683409,9091.346429,9072.998605,8790.900823,8520.270429,8173.955265,8102.85745,8219.824823,8362.020454,8607.42259,8719.803007,8644.118236,8735.857353,8990.433401,9132.629031,9364.2703,9538.574621,9875.715873,10297.71581,10774.75921,11267.85696,11577.47648,11336.6613,11650.86777,11910.15254
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
